TheDate,TheDay,TheDaySuffix,TheDayName,TheDayOfWeek,TheDayOfWeekInMonth,TheDayOfYear,IsWeekend,TheWeek,TheISOweek,TheFirstOfWeek,TheLastOfWeek,TheWeekOfMonth,TheMonth,TheMonthName,TheFirstOfMonth,TheLastOfMonth,TheFirstOfNextMonth,TheLastOfNextMonth,TheQuarter,TheFirstOfQuarter,TheLastOfQuarter,TheYear,TheISOYear,TheFirstOfYear,TheLastOfYear,IsLeapYear,Has53Weeks,Has53ISOWeeks,MMYYYY,Style101,Style103,Style112,Style120
2023-04-07,7,th,Friday,6,1,97,0,14,14,2023-04-02,2023-04-08,2,4,April,2023-04-01,2023-04-30,2023-05-01,2023-05-31,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,042023,04/07/2023,07/04/2023,20230407,2023-04-07
2023-04-08,8,th,Saturday,7,2,98,1,14,14,2023-04-02,2023-04-08,2,4,April,2023-04-01,2023-04-30,2023-05-01,2023-05-31,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,042023,04/08/2023,08/04/2023,20230408,2023-04-08
2023-04-09,9,th,Sunday,1,2,99,1,15,14,2023-04-09,2023-04-15,3,4,April,2023-04-01,2023-04-30,2023-05-01,2023-05-31,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,042023,04/09/2023,09/04/2023,20230409,2023-04-09
2023-04-10,10,th,Monday,2,2,100,0,15,15,2023-04-09,2023-04-15,3,4,April,2023-04-01,2023-04-30,2023-05-01,2023-05-31,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,042023,04/10/2023,10/04/2023,20230410,2023-04-10
2023-04-11,11,th,Tuesday,3,2,101,0,15,15,2023-04-09,2023-04-15,3,4,April,2023-04-01,2023-04-30,2023-05-01,2023-05-31,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,042023,04/11/2023,11/04/2023,20230411,2023-04-11
2023-04-12,12,th,Wednesday,4,2,102,0,15,15,2023-04-09,2023-04-15,3,4,April,2023-04-01,2023-04-30,2023-05-01,2023-05-31,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,042023,04/12/2023,12/04/2023,20230412,2023-04-12
2023-04-13,13,th,Thursday,5,2,103,0,15,15,2023-04-09,2023-04-15,3,4,April,2023-04-01,2023-04-30,2023-05-01,2023-05-31,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,042023,04/13/2023,13/04/2023,20230413,2023-04-13
2023-04-14,14,th,Friday,6,2,104,0,15,15,2023-04-09,2023-04-15,3,4,April,2023-04-01,2023-04-30,2023-05-01,2023-05-31,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,042023,04/14/2023,14/04/2023,20230414,2023-04-14
2023-04-15,15,th,Saturday,7,3,105,1,15,15,2023-04-09,2023-04-15,3,4,April,2023-04-01,2023-04-30,2023-05-01,2023-05-31,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,042023,04/15/2023,15/04/2023,20230415,2023-04-15
2023-04-16,16,th,Sunday,1,3,106,1,16,15,2023-04-16,2023-04-22,4,4,April,2023-04-01,2023-04-30,2023-05-01,2023-05-31,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,042023,04/16/2023,16/04/2023,20230416,2023-04-16
2023-04-17,17,th,Monday,2,3,107,0,16,16,2023-04-16,2023-04-22,4,4,April,2023-04-01,2023-04-30,2023-05-01,2023-05-31,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,042023,04/17/2023,17/04/2023,20230417,2023-04-17
2023-04-18,18,th,Tuesday,3,3,108,0,16,16,2023-04-16,2023-04-22,4,4,April,2023-04-01,2023-04-30,2023-05-01,2023-05-31,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,042023,04/18/2023,18/04/2023,20230418,2023-04-18
2023-04-19,19,th,Wednesday,4,3,109,0,16,16,2023-04-16,2023-04-22,4,4,April,2023-04-01,2023-04-30,2023-05-01,2023-05-31,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,042023,04/19/2023,19/04/2023,20230419,2023-04-19
2023-04-20,20,th,Thursday,5,3,110,0,16,16,2023-04-16,2023-04-22,4,4,April,2023-04-01,2023-04-30,2023-05-01,2023-05-31,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,042023,04/20/2023,20/04/2023,20230420,2023-04-20
2023-04-21,21,st,Friday,6,3,111,0,16,16,2023-04-16,2023-04-22,4,4,April,2023-04-01,2023-04-30,2023-05-01,2023-05-31,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,042023,04/21/2023,21/04/2023,20230421,2023-04-21
2023-04-22,22,nd,Saturday,7,4,112,1,16,16,2023-04-16,2023-04-22,4,4,April,2023-04-01,2023-04-30,2023-05-01,2023-05-31,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,042023,04/22/2023,22/04/2023,20230422,2023-04-22
2023-04-23,23,rd,Sunday,1,4,113,1,17,16,2023-04-23,2023-04-29,5,4,April,2023-04-01,2023-04-30,2023-05-01,2023-05-31,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,042023,04/23/2023,23/04/2023,20230423,2023-04-23
2023-04-24,24,th,Monday,2,4,114,0,17,17,2023-04-23,2023-04-29,5,4,April,2023-04-01,2023-04-30,2023-05-01,2023-05-31,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,042023,04/24/2023,24/04/2023,20230424,2023-04-24
2023-04-25,25,th,Tuesday,3,4,115,0,17,17,2023-04-23,2023-04-29,5,4,April,2023-04-01,2023-04-30,2023-05-01,2023-05-31,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,042023,04/25/2023,25/04/2023,20230425,2023-04-25
2023-04-26,26,th,Wednesday,4,4,116,0,17,17,2023-04-23,2023-04-29,5,4,April,2023-04-01,2023-04-30,2023-05-01,2023-05-31,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,042023,04/26/2023,26/04/2023,20230426,2023-04-26
2023-04-27,27,th,Thursday,5,4,117,0,17,17,2023-04-23,2023-04-29,5,4,April,2023-04-01,2023-04-30,2023-05-01,2023-05-31,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,042023,04/27/2023,27/04/2023,20230427,2023-04-27
2023-04-28,28,th,Friday,6,4,118,0,17,17,2023-04-23,2023-04-29,5,4,April,2023-04-01,2023-04-30,2023-05-01,2023-05-31,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,042023,04/28/2023,28/04/2023,20230428,2023-04-28
2023-04-29,29,th,Saturday,7,5,119,1,17,17,2023-04-23,2023-04-29,5,4,April,2023-04-01,2023-04-30,2023-05-01,2023-05-31,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,042023,04/29/2023,29/04/2023,20230429,2023-04-29
2023-04-30,30,th,Sunday,1,5,120,1,18,17,2023-04-30,2023-05-06,6,4,April,2023-04-01,2023-04-30,2023-05-01,2023-05-31,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,042023,04/30/2023,30/04/2023,20230430,2023-04-30
2023-05-01,1,st,Monday,2,1,121,0,18,18,2023-04-30,2023-05-06,1,5,May,2023-05-01,2023-05-31,2023-06-01,2023-06-30,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,052023,05/01/2023,01/05/2023,20230501,2023-05-01
2023-05-02,2,nd,Tuesday,3,1,122,0,18,18,2023-04-30,2023-05-06,1,5,May,2023-05-01,2023-05-31,2023-06-01,2023-06-30,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,052023,05/02/2023,02/05/2023,20230502,2023-05-02
2023-05-03,3,rd,Wednesday,4,1,123,0,18,18,2023-04-30,2023-05-06,1,5,May,2023-05-01,2023-05-31,2023-06-01,2023-06-30,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,052023,05/03/2023,03/05/2023,20230503,2023-05-03
2023-05-04,4,th,Thursday,5,1,124,0,18,18,2023-04-30,2023-05-06,1,5,May,2023-05-01,2023-05-31,2023-06-01,2023-06-30,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,052023,05/04/2023,04/05/2023,20230504,2023-05-04
2023-05-05,5,th,Friday,6,1,125,0,18,18,2023-04-30,2023-05-06,1,5,May,2023-05-01,2023-05-31,2023-06-01,2023-06-30,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,052023,05/05/2023,05/05/2023,20230505,2023-05-05
2023-05-06,6,th,Saturday,7,1,126,1,18,18,2023-04-30,2023-05-06,1,5,May,2023-05-01,2023-05-31,2023-06-01,2023-06-30,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,052023,05/06/2023,06/05/2023,20230506,2023-05-06
2023-05-07,7,th,Sunday,1,1,127,1,19,18,2023-05-07,2023-05-13,2,5,May,2023-05-01,2023-05-31,2023-06-01,2023-06-30,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,052023,05/07/2023,07/05/2023,20230507,2023-05-07
2023-05-08,8,th,Monday,2,2,128,0,19,19,2023-05-07,2023-05-13,2,5,May,2023-05-01,2023-05-31,2023-06-01,2023-06-30,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,052023,05/08/2023,08/05/2023,20230508,2023-05-08
2023-05-09,9,th,Tuesday,3,2,129,0,19,19,2023-05-07,2023-05-13,2,5,May,2023-05-01,2023-05-31,2023-06-01,2023-06-30,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,052023,05/09/2023,09/05/2023,20230509,2023-05-09
2023-05-10,10,th,Wednesday,4,2,130,0,19,19,2023-05-07,2023-05-13,2,5,May,2023-05-01,2023-05-31,2023-06-01,2023-06-30,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,052023,05/10/2023,10/05/2023,20230510,2023-05-10
2023-05-11,11,th,Thursday,5,2,131,0,19,19,2023-05-07,2023-05-13,2,5,May,2023-05-01,2023-05-31,2023-06-01,2023-06-30,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,052023,05/11/2023,11/05/2023,20230511,2023-05-11
2023-05-12,12,th,Friday,6,2,132,0,19,19,2023-05-07,2023-05-13,2,5,May,2023-05-01,2023-05-31,2023-06-01,2023-06-30,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,052023,05/12/2023,12/05/2023,20230512,2023-05-12
2023-05-13,13,th,Saturday,7,2,133,1,19,19,2023-05-07,2023-05-13,2,5,May,2023-05-01,2023-05-31,2023-06-01,2023-06-30,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,052023,05/13/2023,13/05/2023,20230513,2023-05-13
2023-05-14,14,th,Sunday,1,2,134,1,20,19,2023-05-14,2023-05-20,3,5,May,2023-05-01,2023-05-31,2023-06-01,2023-06-30,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,052023,05/14/2023,14/05/2023,20230514,2023-05-14
2023-05-15,15,th,Monday,2,3,135,0,20,20,2023-05-14,2023-05-20,3,5,May,2023-05-01,2023-05-31,2023-06-01,2023-06-30,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,052023,05/15/2023,15/05/2023,20230515,2023-05-15
2023-05-16,16,th,Tuesday,3,3,136,0,20,20,2023-05-14,2023-05-20,3,5,May,2023-05-01,2023-05-31,2023-06-01,2023-06-30,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,052023,05/16/2023,16/05/2023,20230516,2023-05-16
2023-05-17,17,th,Wednesday,4,3,137,0,20,20,2023-05-14,2023-05-20,3,5,May,2023-05-01,2023-05-31,2023-06-01,2023-06-30,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,052023,05/17/2023,17/05/2023,20230517,2023-05-17
2023-05-18,18,th,Thursday,5,3,138,0,20,20,2023-05-14,2023-05-20,3,5,May,2023-05-01,2023-05-31,2023-06-01,2023-06-30,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,052023,05/18/2023,18/05/2023,20230518,2023-05-18
2023-05-19,19,th,Friday,6,3,139,0,20,20,2023-05-14,2023-05-20,3,5,May,2023-05-01,2023-05-31,2023-06-01,2023-06-30,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,052023,05/19/2023,19/05/2023,20230519,2023-05-19
2023-05-20,20,th,Saturday,7,3,140,1,20,20,2023-05-14,2023-05-20,3,5,May,2023-05-01,2023-05-31,2023-06-01,2023-06-30,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,052023,05/20/2023,20/05/2023,20230520,2023-05-20
2023-05-21,21,st,Sunday,1,3,141,1,21,20,2023-05-21,2023-05-27,4,5,May,2023-05-01,2023-05-31,2023-06-01,2023-06-30,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,052023,05/21/2023,21/05/2023,20230521,2023-05-21
2023-05-22,22,nd,Monday,2,4,142,0,21,21,2023-05-21,2023-05-27,4,5,May,2023-05-01,2023-05-31,2023-06-01,2023-06-30,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,052023,05/22/2023,22/05/2023,20230522,2023-05-22
2023-05-23,23,rd,Tuesday,3,4,143,0,21,21,2023-05-21,2023-05-27,4,5,May,2023-05-01,2023-05-31,2023-06-01,2023-06-30,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,052023,05/23/2023,23/05/2023,20230523,2023-05-23
2023-05-24,24,th,Wednesday,4,4,144,0,21,21,2023-05-21,2023-05-27,4,5,May,2023-05-01,2023-05-31,2023-06-01,2023-06-30,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,052023,05/24/2023,24/05/2023,20230524,2023-05-24
2023-05-25,25,th,Thursday,5,4,145,0,21,21,2023-05-21,2023-05-27,4,5,May,2023-05-01,2023-05-31,2023-06-01,2023-06-30,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,052023,05/25/2023,25/05/2023,20230525,2023-05-25
2023-05-26,26,th,Friday,6,4,146,0,21,21,2023-05-21,2023-05-27,4,5,May,2023-05-01,2023-05-31,2023-06-01,2023-06-30,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,052023,05/26/2023,26/05/2023,20230526,2023-05-26
2023-05-27,27,th,Saturday,7,4,147,1,21,21,2023-05-21,2023-05-27,4,5,May,2023-05-01,2023-05-31,2023-06-01,2023-06-30,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,052023,05/27/2023,27/05/2023,20230527,2023-05-27
2023-05-28,28,th,Sunday,1,4,148,1,22,21,2023-05-28,2023-06-03,5,5,May,2023-05-01,2023-05-31,2023-06-01,2023-06-30,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,052023,05/28/2023,28/05/2023,20230528,2023-05-28
2023-05-29,29,th,Monday,2,5,149,0,22,22,2023-05-28,2023-06-03,5,5,May,2023-05-01,2023-05-31,2023-06-01,2023-06-30,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,052023,05/29/2023,29/05/2023,20230529,2023-05-29
2023-05-30,30,th,Tuesday,3,5,150,0,22,22,2023-05-28,2023-06-03,5,5,May,2023-05-01,2023-05-31,2023-06-01,2023-06-30,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,052023,05/30/2023,30/05/2023,20230530,2023-05-30
2023-05-31,31,st,Wednesday,4,5,151,0,22,22,2023-05-28,2023-06-03,5,5,May,2023-05-01,2023-05-31,2023-06-01,2023-06-30,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,052023,05/31/2023,31/05/2023,20230531,2023-05-31
2023-06-01,1,st,Thursday,5,1,152,0,22,22,2023-05-28,2023-06-03,1,6,June,2023-06-01,2023-06-30,2023-07-01,2023-07-31,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,062023,06/01/2023,01/06/2023,20230601,2023-06-01
2023-06-02,2,nd,Friday,6,1,153,0,22,22,2023-05-28,2023-06-03,1,6,June,2023-06-01,2023-06-30,2023-07-01,2023-07-31,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,062023,06/02/2023,02/06/2023,20230602,2023-06-02
2023-06-03,3,rd,Saturday,7,1,154,1,22,22,2023-05-28,2023-06-03,1,6,June,2023-06-01,2023-06-30,2023-07-01,2023-07-31,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,062023,06/03/2023,03/06/2023,20230603,2023-06-03
2023-06-04,4,th,Sunday,1,1,155,1,23,22,2023-06-04,2023-06-10,2,6,June,2023-06-01,2023-06-30,2023-07-01,2023-07-31,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,062023,06/04/2023,04/06/2023,20230604,2023-06-04
2023-06-05,5,th,Monday,2,1,156,0,23,23,2023-06-04,2023-06-10,2,6,June,2023-06-01,2023-06-30,2023-07-01,2023-07-31,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,062023,06/05/2023,05/06/2023,20230605,2023-06-05
2023-06-06,6,th,Tuesday,3,1,157,0,23,23,2023-06-04,2023-06-10,2,6,June,2023-06-01,2023-06-30,2023-07-01,2023-07-31,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,062023,06/06/2023,06/06/2023,20230606,2023-06-06
2023-06-07,7,th,Wednesday,4,1,158,0,23,23,2023-06-04,2023-06-10,2,6,June,2023-06-01,2023-06-30,2023-07-01,2023-07-31,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,062023,06/07/2023,07/06/2023,20230607,2023-06-07
2023-06-08,8,th,Thursday,5,2,159,0,23,23,2023-06-04,2023-06-10,2,6,June,2023-06-01,2023-06-30,2023-07-01,2023-07-31,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,062023,06/08/2023,08/06/2023,20230608,2023-06-08
2023-06-09,9,th,Friday,6,2,160,0,23,23,2023-06-04,2023-06-10,2,6,June,2023-06-01,2023-06-30,2023-07-01,2023-07-31,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,062023,06/09/2023,09/06/2023,20230609,2023-06-09
2023-06-10,10,th,Saturday,7,2,161,1,23,23,2023-06-04,2023-06-10,2,6,June,2023-06-01,2023-06-30,2023-07-01,2023-07-31,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,062023,06/10/2023,10/06/2023,20230610,2023-06-10
2023-06-11,11,th,Sunday,1,2,162,1,24,23,2023-06-11,2023-06-17,3,6,June,2023-06-01,2023-06-30,2023-07-01,2023-07-31,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,062023,06/11/2023,11/06/2023,20230611,2023-06-11
2023-06-12,12,th,Monday,2,2,163,0,24,24,2023-06-11,2023-06-17,3,6,June,2023-06-01,2023-06-30,2023-07-01,2023-07-31,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,062023,06/12/2023,12/06/2023,20230612,2023-06-12
2023-06-13,13,th,Tuesday,3,2,164,0,24,24,2023-06-11,2023-06-17,3,6,June,2023-06-01,2023-06-30,2023-07-01,2023-07-31,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,062023,06/13/2023,13/06/2023,20230613,2023-06-13
2023-06-14,14,th,Wednesday,4,2,165,0,24,24,2023-06-11,2023-06-17,3,6,June,2023-06-01,2023-06-30,2023-07-01,2023-07-31,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,062023,06/14/2023,14/06/2023,20230614,2023-06-14
2023-06-15,15,th,Thursday,5,3,166,0,24,24,2023-06-11,2023-06-17,3,6,June,2023-06-01,2023-06-30,2023-07-01,2023-07-31,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,062023,06/15/2023,15/06/2023,20230615,2023-06-15
2023-06-16,16,th,Friday,6,3,167,0,24,24,2023-06-11,2023-06-17,3,6,June,2023-06-01,2023-06-30,2023-07-01,2023-07-31,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,062023,06/16/2023,16/06/2023,20230616,2023-06-16
2023-06-17,17,th,Saturday,7,3,168,1,24,24,2023-06-11,2023-06-17,3,6,June,2023-06-01,2023-06-30,2023-07-01,2023-07-31,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,062023,06/17/2023,17/06/2023,20230617,2023-06-17
2023-06-18,18,th,Sunday,1,3,169,1,25,24,2023-06-18,2023-06-24,4,6,June,2023-06-01,2023-06-30,2023-07-01,2023-07-31,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,062023,06/18/2023,18/06/2023,20230618,2023-06-18
2023-06-19,19,th,Monday,2,3,170,0,25,25,2023-06-18,2023-06-24,4,6,June,2023-06-01,2023-06-30,2023-07-01,2023-07-31,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,062023,06/19/2023,19/06/2023,20230619,2023-06-19
2023-06-20,20,th,Tuesday,3,3,171,0,25,25,2023-06-18,2023-06-24,4,6,June,2023-06-01,2023-06-30,2023-07-01,2023-07-31,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,062023,06/20/2023,20/06/2023,20230620,2023-06-20
2023-06-21,21,st,Wednesday,4,3,172,0,25,25,2023-06-18,2023-06-24,4,6,June,2023-06-01,2023-06-30,2023-07-01,2023-07-31,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,062023,06/21/2023,21/06/2023,20230621,2023-06-21
2023-06-22,22,nd,Thursday,5,4,173,0,25,25,2023-06-18,2023-06-24,4,6,June,2023-06-01,2023-06-30,2023-07-01,2023-07-31,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,062023,06/22/2023,22/06/2023,20230622,2023-06-22
2023-06-23,23,rd,Friday,6,4,174,0,25,25,2023-06-18,2023-06-24,4,6,June,2023-06-01,2023-06-30,2023-07-01,2023-07-31,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,062023,06/23/2023,23/06/2023,20230623,2023-06-23
2023-06-24,24,th,Saturday,7,4,175,1,25,25,2023-06-18,2023-06-24,4,6,June,2023-06-01,2023-06-30,2023-07-01,2023-07-31,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,062023,06/24/2023,24/06/2023,20230624,2023-06-24
2023-06-25,25,th,Sunday,1,4,176,1,26,25,2023-06-25,2023-07-01,5,6,June,2023-06-01,2023-06-30,2023-07-01,2023-07-31,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,062023,06/25/2023,25/06/2023,20230625,2023-06-25
2023-06-26,26,th,Monday,2,4,177,0,26,26,2023-06-25,2023-07-01,5,6,June,2023-06-01,2023-06-30,2023-07-01,2023-07-31,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,062023,06/26/2023,26/06/2023,20230626,2023-06-26
2023-06-27,27,th,Tuesday,3,4,178,0,26,26,2023-06-25,2023-07-01,5,6,June,2023-06-01,2023-06-30,2023-07-01,2023-07-31,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,062023,06/27/2023,27/06/2023,20230627,2023-06-27
2023-06-28,28,th,Wednesday,4,4,179,0,26,26,2023-06-25,2023-07-01,5,6,June,2023-06-01,2023-06-30,2023-07-01,2023-07-31,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,062023,06/28/2023,28/06/2023,20230628,2023-06-28
2023-06-29,29,th,Thursday,5,5,180,0,26,26,2023-06-25,2023-07-01,5,6,June,2023-06-01,2023-06-30,2023-07-01,2023-07-31,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,062023,06/29/2023,29/06/2023,20230629,2023-06-29
2023-06-30,30,th,Friday,6,5,181,0,26,26,2023-06-25,2023-07-01,5,6,June,2023-06-01,2023-06-30,2023-07-01,2023-07-31,2,2023-04-01,2023-06-30,2023,2023,2023-01-01,2023-12-31,0,1,0,062023,06/30/2023,30/06/2023,20230630,2023-06-30
2023-07-01,1,st,Saturday,7,1,182,1,26,26,2023-06-25,2023-07-01,1,7,July,2023-07-01,2023-07-31,2023-08-01,2023-08-31,3,2023-07-01,2023-09-30,2023,2023,2023-01-01,2023-12-31,0,1,0,072023,07/01/2023,01/07/2023,20230701,2023-07-01
2023-07-02,2,nd,Sunday,1,1,183,1,27,26,2023-07-02,2023-07-08,2,7,July,2023-07-01,2023-07-31,2023-08-01,2023-08-31,3,2023-07-01,2023-09-30,2023,2023,2023-01-01,2023-12-31,0,1,0,072023,07/02/2023,02/07/2023,20230702,2023-07-02
2023-07-03,3,rd,Monday,2,1,184,0,27,27,2023-07-02,2023-07-08,2,7,July,2023-07-01,2023-07-31,2023-08-01,2023-08-31,3,2023-07-01,2023-09-30,2023,2023,2023-01-01,2023-12-31,0,1,0,072023,07/03/2023,03/07/2023,20230703,2023-07-03
2023-07-04,4,th,Tuesday,3,1,185,0,27,27,2023-07-02,2023-07-08,2,7,July,2023-07-01,2023-07-31,2023-08-01,2023-08-31,3,2023-07-01,2023-09-30,2023,2023,2023-01-01,2023-12-31,0,1,0,072023,07/04/2023,04/07/2023,20230704,2023-07-04
2023-07-05,5,th,Wednesday,4,1,186,0,27,27,2023-07-02,2023-07-08,2,7,July,2023-07-01,2023-07-31,2023-08-01,2023-08-31,3,2023-07-01,2023-09-30,2023,2023,2023-01-01,2023-12-31,0,1,0,072023,07/05/2023,05/07/2023,20230705,2023-07-05
2023-07-06,6,th,Thursday,5,1,187,0,27,27,2023-07-02,2023-07-08,2,7,July,2023-07-01,2023-07-31,2023-08-01,2023-08-31,3,2023-07-01,2023-09-30,2023,2023,2023-01-01,2023-12-31,0,1,0,072023,07/06/2023,06/07/2023,20230706,2023-07-06
2023-07-07,7,th,Friday,6,1,188,0,27,27,2023-07-02,2023-07-08,2,7,July,2023-07-01,2023-07-31,2023-08-01,2023-08-31,3,2023-07-01,2023-09-30,2023,2023,2023-01-01,2023-12-31,0,1,0,072023,07/07/2023,07/07/2023,20230707,2023-07-07
2023-07-08,8,th,Saturday,7,2,189,1,27,27,2023-07-02,2023-07-08,2,7,July,2023-07-01,2023-07-31,2023-08-01,2023-08-31,3,2023-07-01,2023-09-30,2023,2023,2023-01-01,2023-12-31,0,1,0,072023,07/08/2023,08/07/2023,20230708,2023-07-08
